"","企業名","ティッカー","stock_diff","年度","株価の変化率","負債","end_date+60日の株価","企業価値","end_dateの日の株価","有利子負債/総資産比率","有形固定資産","キャッシュ時価総額比率","純資産","クラスタリング"
0,"ウェルスナビ株式会社",7342.0,36.09,2019.0,8,8,8,9,7,4,1.0,2,8,9
1,"ウェルスナビ株式会社",7342.0,25.94,2020.0,8,9,8,9,8,4,4.0,1,8,7
2,"株式会社ＡＳＪ",2351.0,23.37,2018.0,8,4,5,5,5,0,8.0,2,7,7
3,"株式会社ＡＳＪ",2351.0,0.13,2018.0,5,4,6,6,5,0,8.0,1,7,7
4,"株式会社ＡＳＪ",2351.0,9.85,2018.0,7,4,6,6,8,3,8.0,1,6,7
5,"株式会社ＡＳＪ",2351.0,10.47,2019.0,7,5,7,6,6,3,8.0,1,6,7
6,"株式会社ＡＳＪ",2351.0,-15.0,2019.0,2,5,7,6,6,4,8.0,1,6,1
7,"株式会社ＡＳＪ",2351.0,-3.5,2019.0,4,5,6,6,7,4,8.0,2,6,1
8,"株式会社ＡＳＪ",2351.0,-22.92,2019.0,1,5,6,6,3,4,8.0,1,6,7
9,"株式会社ＡＳＪ",2351.0,-22.5,2020.0,1,5,5,5,5,4,8.0,3,6,1
10,"株式会社ＡＳＪ",2351.0,-4.38,2020.0,4,5,4,4,5,4,8.0,3,6,7
11,"株式会社ＡＳＪ",2351.0,56.2,2020.0,9,5,3,3,3,4,8.0,4,6,3
12,"株式会社ＡＳＪ",2351.0,-27.67,2020.0,0,5,5,5,5,4,8.0,2,6,1
13,"GMO TECH株式会社",6026.0,-21.59,2018.0,1,1,7,0,8,0,1.0,4,1,6
14,"GMO TECH株式会社",6026.0,-1.39,2018.0,5,1,6,0,7,0,1.0,7,1,6
15,"GMO TECH株式会社",6026.0,3.35,2018.0,6,1,7,0,5,0,1.0,7,1,6
16,"GMO TECH株式会社",6026.0,0.41,2019.0,5,2,7,0,7,0,1.0,7,1,6
17,"GMO TECH株式会社",6026.0,2.25,2019.0,6,1,7,0,6,0,0.0,6,1,6
18,"GMO TECH株式会社",6026.0,-20.45,2019.0,1,1,7,0,7,0,1.0,6,1,6
19,"GMO TECH株式会社",6026.0,3.0,2019.0,6,1,6,0,7,0,1.0,8,1,6
20,"GMO TECH株式会社",6026.0,100.0,2020.0,9,2,6,0,5,0,1.0,8,1,6
21,"GMO TECH株式会社",6026.0,-13.15,2020.0,2,1,8,1,9,0,1.0,4,1,6
22,"GMO TECH株式会社",6026.0,-17.5,2020.0,2,1,8,1,8,0,1.0,4,1,6
23,"GMO TECH株式会社",6026.0,8.16,2020.0,7,2,7,0,7,0,0.0,5,1,6
24,"株式会社トランザス",6696.0,-39.48,2018.0,0,0,5,1,6,0,1.0,7,3,6
25,"株式会社トランザス",6696.0,95.85,2018.0,9,0,2,0,4,0,1.0,8,2,6
26,"株式会社トランザス",6696.0,-28.85,2018.0,0,0,5,2,4,0,2.0,5,2,6
27,"株式会社トランザス",6696.0,-14.74,2019.0,2,0,4,0,5,0,2.0,7,2,6
28,"株式会社トランザス",6696.0,66.19,2019.0,9,0,3,0,4,0,3.0,7,2,6
29,"株式会社トランザス",6696.0,-62.09,2019.0,0,0,5,2,5,0,3.0,5,2,6
30,"株式会社トランザス",6696.0,57.04,2019.0,9,0,2,0,5,2,2.0,8,2,6
31,"株式会社ピースリー（旧会社名　株式会社トランザス）",6696.0,0.24,2020.0,5,0,3,0,3,0,5.0,6,2,6
32,"株式会社ピースリー（旧会社名　株式会社トランザス）",6696.0,36.83,2020.0,8,0,3,1,2,4,5.0,5,2,6
33,"株式会社ピースリー（旧会社名　株式会社トランザス）",6696.0,-21.05,2020.0,1,0,4,1,6,4,5.0,4,1,6
34,"株式会社ピースリー（旧会社名　株式会社トランザス）",6696.0,-21.49,2020.0,1,0,3,1,4,5,5.0,4,1,6
35,"そーせいグループ株式会社",4565.0,10.75,2018.0,7,9,4,9,5,5,"null",7,9,5
36,"そーせいグループ株式会社",4565.0,68.79,2018.0,9,9,5,9,4,5,9.0,5,9,7
37,"そーせいグループ株式会社",4565.0,51.54,2019.0,9,9,6,9,6,5,9.0,4,9,7
38,"そーせいグループ株式会社",4565.0,-7.13,2019.0,4,9,8,9,8,5,9.0,2,9,1
39,"そーせいグループ株式会社",4565.0,-7.49,2019.0,4,9,8,9,8,5,9.0,3,9,1
40,"そーせいグループ株式会社",4565.0,-6.56,2019.0,4,9,7,9,7,4,9.0,3,9,7
41,"そーせいグループ株式会社",4565.0,-23.01,2020.0,1,9,7,9,5,3,9.0,3,9,7
42,"そーせいグループ株式会社",4565.0,-2.45,2020.0,5,9,6,9,6,3,9.0,4,9,7
43,"そーせいグループ株式会社",4565.0,34.29,2020.0,8,9,5,9,6,3,9.0,8,9,7
44,"そーせいグループ株式会社",4565.0,-15.17,2020.0,2,9,7,9,6,3,9.0,7,9,7
45,"ウェルビー株式会社",6556.0,-8.77,2018.0,3,4,7,8,7,5,6.0,0,5,1
46,"ウェルビー株式会社",6556.0,1.43,2018.0,6,4,6,8,6,5,6.0,0,6,7
47,"ウェルビー株式会社",6556.0,14.3,2018.0,7,4,6,8,6,5,6.0,1,6,7
48,"ウェルビー株式会社",6556.0,-11.96,2019.0,3,3,7,8,7,4,6.0,0,6,9
49,"ウェルビー株式会社",6556.0,9.17,2019.0,7,4,6,8,6,4,6.0,1,7,7
50,"ウェルビー株式会社",6556.0,-8.67,2019.0,3,3,6,8,6,4,7.0,1,7,7
51,"ウェルビー株式会社",6556.0,11.37,2019.0,7,4,6,8,6,4,7.0,1,7,7
52,"ウェルビー株式会社",6556.0,-7.12,2020.0,4,3,6,8,6,3,7.0,0,7,7
53,"ウェルビー株式会社",6556.0,-6.33,2020.0,4,3,6,8,6,3,7.0,1,7,7
54,"ウェルビー株式会社",6556.0,-1.94,2020.0,5,3,6,8,6,3,7.0,1,8,7
55,"ウェルビー株式会社",6556.0,-10.27,2020.0,3,3,6,8,6,3,7.0,1,8,7
56,"株式会社ファンデリー",3137.0,-7.17,2018.0,4,1,5,3,6,0,7.0,6,6,6
57,"株式会社ファンデリー",3137.0,66.47,2018.0,9,1,4,2,4,0,7.0,7,6,3
58,"株式会社ファンデリー",3137.0,2.31,2018.0,6,5,6,5,5,7,8.0,6,6,1
59,"株式会社ファンデリー",3137.0,-18.65,2019.0,1,7,6,5,6,6,9.0,6,6,1
60,"株式会社ファンデリー",3137.0,-19.12,2019.0,1,8,5,5,6,8,9.0,7,7,1
61,"株式会社ファンデリー",3137.0,-17.42,2019.0,2,8,4,5,6,8,9.0,7,7,1
62,"株式会社ファンデリー",3137.0,-5.97,2019.0,4,8,3,5,3,9,9.0,8,7,4
63,"株式会社ファンデリー",3137.0,-24.78,2020.0,1,8,3,5,3,9,9.0,6,7,4
64,"株式会社ファンデリー",3137.0,7.43,2020.0,7,8,2,4,3,9,9.0,6,7,4
65,"株式会社ファンデリー",3137.0,5.73,2020.0,6,8,2,5,2,9,9.0,5,6,4
66,"株式会社ファンデリー",3137.0,-11.34,2020.0,3,8,2,5,2,9,9.0,4,6,4
67,"オンコセラピー・サイエンス株式会社",4564.0,-15.29,2018.0,2,1,0,7,0,0,7.0,6,8,0
68,"オンコセラピー・サイエンス株式会社",4564.0,-21.58,2018.0,1,1,0,6,0,0,6.0,6,8,0
69,"オンコセラピー・サイエンス株式会社",4564.0,1.87,2018.0,6,2,0,6,0,0,5.0,7,8,0
70,"オンコセラピー・サイエンス株式会社",4564.0,-17.43,2019.0,2,1,0,6,0,0,5.0,7,8,0
71,"オンコセラピー・サイエンス株式会社",4564.0,-14.13,2019.0,2,1,0,5,0,0,5.0,7,8,0
72,"オンコセラピー・サイエンス株式会社",4564.0,49.33,2019.0,9,1,0,5,0,0,5.0,8,8,0
73,"オンコセラピー・サイエンス株式会社",4564.0,38.78,2019.0,8,1,0,6,0,0,5.0,7,8,0
74,"オンコセラピー・サイエンス株式会社",4564.0,-5.88,2020.0,4,1,0,7,0,0,5.0,5,8,0
75,"オンコセラピー・サイエンス株式会社",4564.0,2.34,2020.0,6,1,0,7,0,0,5.0,4,7,0
76,"オンコセラピー・サイエンス株式会社",4564.0,-13.08,2020.0,2,1,0,7,0,0,5.0,4,7,0
77,"オンコセラピー・サイエンス株式会社",4564.0,-26.32,2020.0,1,1,0,7,0,0,5.0,4,7,0
78,"株式会社エルテス",3967.0,50.73,2018.0,9,0,6,4,6,3,4.0,4,4,6
79,"株式会社エルテス",3967.0,-30.62,2018.0,0,0,7,5,7,3,4.0,3,4,2
80,"株式会社エルテス",3967.0,25.22,2018.0,8,0,6,4,7,3,4.0,4,4,6
81,"株式会社エルテス",3967.0,1.98,2019.0,6,0,7,5,6,3,4.0,3,4,9
82,"株式会社エルテス",3967.0,29.73,2019.0,8,1,7,5,6,3,4.0,4,4,9
83,"株式会社エルテス",3967.0,-41.68,2019.0,0,1,8,5,7,3,3.0,3,4,2
84,"株式会社エルテス",3967.0,-7.4,2019.0,4,1,5,3,6,3,3.0,5,4,6
85,"株式会社エルテス",3967.0,-2.45,2020.0,5,1,5,3,7,3,3.0,5,4,6
86,"株式会社エルテス",3967.0,-9.63,2020.0,3,0,5,3,5,3,3.0,4,4,6
87,"株式会社エルテス",3967.0,21.5,2020.0,8,0,5,3,5,3,2.0,4,4,6
88,"株式会社エルテス",3967.0,-17.43,2020.0,2,4,5,4,5,7,4.0,4,3,1
89,"株式会社アドバンスト・メディア",3773.0,5.43,2018.0,6,4,6,7,7,3,4.0,7,9,9
90,"株式会社アドバンスト・メディア",3773.0,-15.47,2018.0,2,3,6,8,6,3,4.0,6,9,9
91,"株式会社アドバンスト・メディア",3773.0,-28.95,2018.0,0,4,6,7,6,3,4.0,6,9,9
92,"株式会社アドバンスト・メディア",3773.0,8.94,2019.0,7,4,5,6,5,3,4.0,8,9,0
93,"株式会社アドバンスト・メディア",3773.0,-9.15,2019.0,3,5,5,6,4,3,6.0,7,9,7
94,"株式会社アドバンスト・メディア",3773.0,-2.09,2019.0,5,4,5,6,5,3,6.0,7,9,7
95,"株式会社アドバンスト・メディア",3773.0,-11.55,2019.0,3,4,4,6,3,3,6.0,8,9,0
96,"株式会社アドバンスト・メディア",3773.0,-15.81,2020.0,2,4,4,5,4,0,6.0,8,9,0
97,"株式会社アドバンスト・メディア",3773.0,13.43,2020.0,7,4,3,4,4,0,6.0,9,9,0
98,"株式会社アドバンスト・メディア",3773.0,-10.45,2020.0,3,4,4,5,3,0,6.0,8,9,0
99,"株式会社アドバンスト・メディア",3773.0,-11.9,2020.0,3,4,3,4,3,0,6.0,9,9,0
100,"株式会社自律制御システム研究所",6232.0,26.73,2018.0,8,0,9,8,8,0,2.0,3,8,9
101,"株式会社自律制御システム研究所",6232.0,-36.32,2018.0,0,0,9,8,8,0,2.0,2,8,9
102,"株式会社自律制御システム研究所",6232.0,-9.29,2019.0,3,0,8,8,9,0,2.0,4,8,9
103,"株式会社自律制御システム研究所",6232.0,18.41,2019.0,8,0,8,8,8,0,2.0,4,8,9
104,"株式会社自律制御システム研究所",6232.0,-15.53,2019.0,2,0,8,8,8,0,2.0,3,8,9
105,"株式会社自律制御システム研究所",6232.0,-26.95,2019.0,0,0,8,8,7,0,2.0,3,8,9
106,"株式会社自律制御システム研究所",6232.0,14.25,2020.0,7,0,7,7,7,0,3.0,4,8,9
107,"株式会社自律制御システム研究所",6232.0,11.57,2020.0,7,0,8,8,8,0,3.0,3,8,9
108,"株式会社自律制御システム研究所",6232.0,-7.01,2020.0,4,0,8,8,8,0,"null",2,7,9
109,"株式会社ＡＣＳＬ（旧会社名　株式会社自律制御システム研究所）",6232.0,-17.33,2020.0,2,1,8,8,8,0,"null",2,7,9
110,"神戸天然物化学株式会社",6568.0,-16.4,2018.0,2,7,7,6,8,5,9.0,6,9,1
111,"神戸天然物化学株式会社",6568.0,-21.93,2018.0,1,7,6,6,6,5,9.0,6,9,1
112,"神戸天然物化学株式会社",6568.0,7.03,2018.0,6,7,5,4,6,4,9.0,7,9,7
113,"神戸天然物化学株式会社",6568.0,6.19,2019.0,6,6,5,5,6,4,9.0,6,9,7
114,"神戸天然物化学株式会社",6568.0,1.28,2019.0,5,5,6,5,5,4,9.0,2,9,7
115,"神戸天然物化学株式会社",6568.0,3.42,2019.0,6,7,6,6,6,5,9.0,3,9,7
116,"神戸天然物化学株式会社",6568.0,2.97,2019.0,6,7,6,6,4,5,9.0,3,9,7
117,"神戸天然物化学株式会社",6568.0,2.19,2020.0,6,7,6,6,6,5,9.0,3,9,7
118,"神戸天然物化学株式会社",6568.0,-11.22,2020.0,3,6,6,6,6,4,9.0,3,9,7
